序号,日语单词,注音,Anki格式,中文翻译,英文翻译,词性,例句,例句翻译,关联,补充,Audio,Audio_Sentence,Chapter,Section,,,
817,本物,ほんもの,本[ほん]物[もの],真货,"real thing, authentic thing",名,あの店で売っている時計は、本物だ。,那家店卖的表是真货。,,,[sound:JLPT_TangoN3_Word_0817.mp3],[sound:JLPT_TangoN3_Sentence_0817.mp3],7,3,楽しいこと,ファッション,万词对策N3::Chapter 7 楽しいこと::Section 3 ファッション
818,にせ物,にせもの,にせ物[もの],假货,"fake, imitation",名,本物にそっくりのにせ物に注意してください。,请注意那些极像真货的假货。,＋にせ札 counterfeit bill / 假币,,[sound:JLPT_TangoN3_Word_0818.mp3],[sound:JLPT_TangoN3_Sentence_0818.mp3],7,3,楽しいこと,ファッション,万词对策N3::Chapter 7 楽しいこと::Section 3 ファッション
819,保証〈する〉,ほしょう,保[ほ]証[しょう],保证,guarantee,名・动,この商品は、100パーセント本物だと保証します。,我们保证这个商品百分之百是真货。,＋保証書 warranty / 保证书,,[sound:JLPT_TangoN3_Word_0819.mp3],[sound:JLPT_TangoN3_Sentence_0819.mp3],7,3,楽しいこと,ファッション,万词对策N3::Chapter 7 楽しいこと::Section 3 ファッション
820,バーゲンセール,バーゲンセール,バーゲンセール,大甩卖,bargain sale,名,このくつは、バーゲンセールで半額だった。,当时这双鞋大甩卖，才半价。,＝バーゲン,,[sound:JLPT_TangoN3_Word_0820.mp3],[sound:JLPT_TangoN3_Sentence_0820.mp3],7,3,楽しいこと,ファッション,万词对策N3::Chapter 7 楽しいこと::Section 3 ファッション
821,取り替える,とりかえる,取[と]り替[か]える,换，更换,"to exchange, to replace",动,このシャツは汚れているので、取り替えてください。,这件衬衫脏了，请换一件。,,,[sound:JLPT_TangoN3_Word_0821.mp3],[sound:JLPT_TangoN3_Sentence_0821.mp3],7,3,楽しいこと,ファッション,万词对策N3::Chapter 7 楽しいこと::Section 3 ファッション
822,はめる,はめる,嵌[は]める,镶嵌；戴上,"to put on, to place on",动,結婚指輪は左の薬指にはめる。,结婚戒指戴在左手无名指上。,,,[sound:JLPT_TangoN3_Word_0822.mp3],[sound:JLPT_TangoN3_Sentence_0822.mp3],7,3,楽しいこと,ファッション,万词对策N3::Chapter 7 楽しいこと::Section 3 ファッション
823,外す,はずす,外[はず]す,取下；离开,"to take off, to remove",动,"①指輪を外して、なくさないように箱に入れる。
②田中部長は、席を外しています。","①我摘下戒指，放进盒子里，以免弄丢。
②田中部长现在不在座位上。","＋（指輪が）外れる to come off, to come undone / 脱落；偏离",①摘下戴着的东西；②离开了某个指定区域,[sound:JLPT_TangoN3_Word_0823.mp3],[sound:JLPT_TangoN3_Sentence_0823.mp3],7,3,楽しいこと,ファッション,万词对策N3::Chapter 7 楽しいこと::Section 3 ファッション
824,カット〈する〉,カット,カット,剪,cutting,名・动,夏になったら、髪をカットしたい。,到了夏天，我想剪头发。,,,[sound:JLPT_TangoN3_Word_0824.mp3],[sound:JLPT_TangoN3_Sentence_0824.mp3],7,3,楽しいこと,ファッション,万词对策N3::Chapter 7 楽しいこと::Section 3 ファッション
825,パーマ,パーマ,パーマ,烫发,perm,名,たまにはパーマをかけて、気分を変えよう。,偶尔烫个头发，改变一下心情。,,,[sound:JLPT_TangoN3_Word_0825.mp3],[sound:JLPT_TangoN3_Sentence_0825.mp3],7,3,楽しいこと,ファッション,万词对策N3::Chapter 7 楽しいこと::Section 3 ファッション
826,染める,そめる,染[そ]める,染,to dye,动,髪を明るい色に染めた。,我把头发染成了鲜亮的颜色。,,,[sound:JLPT_TangoN3_Word_0826.mp3],[sound:JLPT_TangoN3_Sentence_0826.mp3],7,3,楽しいこと,ファッション,万词对策N3::Chapter 7 楽しいこと::Section 3 ファッション
827,サイズ,サイズ,サイズ,尺寸,size,名,このデザインの、ほかのサイズはありますか。,这款有别的尺寸吗？,,,[sound:JLPT_TangoN3_Word_0827.mp3],[sound:JLPT_TangoN3_Sentence_0827.mp3],7,3,楽しいこと,ファッション,万词对策N3::Chapter 7 楽しいこと::Section 3 ファッション
828,夏物,なつもの,夏[なつ]物[もの],夏季用品，夏装,summer goods,名,暖かくなってきたので、そろそろ夏物を出そう。,天渐渐暖和了，差不多把夏天的衣物拿出来吧。,,,[sound:JLPT_TangoN3_Word_0828.mp3],[sound:JLPT_TangoN3_Sentence_0828.mp3],7,4,楽しいこと,おしゃれ,万词对策N3::Chapter 7 楽しいこと::Section 4 おしゃれ
829,冬物,ふゆもの,冬[ふゆ]物[もの],冬季用品，冬装,winter goods,名,暖かくなってきたので、冬物をしまおう。,天渐渐暖和了，把冬天的衣物收拾起来吧。,,,[sound:JLPT_TangoN3_Word_0829.mp3],[sound:JLPT_TangoN3_Sentence_0829.mp3],7,4,楽しいこと,おしゃれ,万词对策N3::Chapter 7 楽しいこと::Section 4 おしゃれ
830,上着,うわぎ,上[うわ]着[ぎ],上衣,"upper garment, jacket",名,もう春だ。うすい上着がほしい。,已经春天了。我想要一件薄上衣。,,,[sound:JLPT_TangoN3_Word_0830.mp3],[sound:JLPT_TangoN3_Sentence_0830.mp3],7,4,楽しいこと,おしゃれ,万词对策N3::Chapter 7 楽しいこと::Section 4 おしゃれ
831,婦人服,ふじんふく,婦[ふ]人[じん]服[ふく],女装,women's clothing,名,婦人服売り場は3階だ。,女装卖场在3层。,＋レディース（ファッション）women's (fashion) / 女装（时装）,,[sound:JLPT_TangoN3_Word_0831.mp3],[sound:JLPT_TangoN3_Sentence_0831.mp3],7,4,楽しいこと,おしゃれ,万词对策N3::Chapter 7 楽しいこと::Section 4 おしゃれ
832,紳士服,しんしふく,紳[しん]士[じ]服[ふく],男装,men's wear,名,最近は、おしゃれな紳士服が増えた。,最近，时尚的男装越来越多了。,＋メンズ（ファッション）men's (fashion) / 男装（时装）,,[sound:JLPT_TangoN3_Word_0832.mp3],[sound:JLPT_TangoN3_Sentence_0832.mp3],7,4,楽しいこと,おしゃれ,万词对策N3::Chapter 7 楽しいこと::Section 4 おしゃれ
833,ジーンズ,ジーンズ,ジーンズ,牛仔裤,jeans,名,私の会社では、ジーンズは禁止されている。,我们公司禁止穿牛仔裤。,＋ジーパン jean pants / 牛仔裤,,[sound:JLPT_TangoN3_Word_0833.mp3],[sound:JLPT_TangoN3_Sentence_0833.mp3],7,4,楽しいこと,おしゃれ,万词对策N3::Chapter 7 楽しいこと::Section 4 おしゃれ
834,パンツ,パンツ,パンツ,裤子,pants,名,スカートより、パンツのスーツが好きだ。,西装我更喜欢下身是裤子而不是裙子的。,,“パンツ“ 还可以指内裤。,[sound:JLPT_TangoN3_Word_0834.mp3],[sound:JLPT_TangoN3_Sentence_0834.mp3],7,4,楽しいこと,おしゃれ,万词对策N3::Chapter 7 楽しいこと::Section 4 おしゃれ
835,イヤリング,イヤリング,イヤリング,耳环,clip-on earring,名,会社に、小さいイヤリングをして行く。,我戴着一副小耳环去公司。,＋ピアス earring / 穿孔耳环，耳钉,,[sound:JLPT_TangoN3_Word_0835.mp3],[sound:JLPT_TangoN3_Sentence_0835.mp3],7,4,楽しいこと,おしゃれ,万词对策N3::Chapter 7 楽しいこと::Section 4 おしゃれ
836,ネックレス,ネックレス,ネックレス,项链,necklace,名,パーティーに、ダイヤのネックレスをして行く。,我戴着钻石项链去参加派对。,＋ペンダント pendant / 垂饰,,[sound:JLPT_TangoN3_Word_0836.mp3],[sound:JLPT_TangoN3_Sentence_0836.mp3],7,4,楽しいこと,おしゃれ,万词对策N3::Chapter 7 楽しいこと::Section 4 おしゃれ
837,宝石,ほうせき,宝[ほう]石[せき],宝石,precious gem,名,宝石は高くて買えない。,宝石很贵，我买不起。,,,[sound:JLPT_TangoN3_Word_0837.mp3],[sound:JLPT_TangoN3_Sentence_0837.mp3],7,4,楽しいこと,おしゃれ,万词对策N3::Chapter 7 楽しいこと::Section 4 おしゃれ
838,スカーフ,スカーフ,スカーフ,围巾,scarf,名,ブランドのスカーフを何枚か持っている。,我有几条名牌围巾。,,,[sound:JLPT_TangoN3_Word_0838.mp3],[sound:JLPT_TangoN3_Sentence_0838.mp3],7,4,楽しいこと,おしゃれ,万词对策N3::Chapter 7 楽しいこと::Section 4 おしゃれ
839,手袋,てぶくろ,手[て]袋[ぶくろ],手套,glove,名,今年、新しい手袋を買った。,今年，我买了一副新的手套。,,,[sound:JLPT_TangoN3_Word_0839.mp3],[sound:JLPT_TangoN3_Sentence_0839.mp3],7,4,楽しいこと,おしゃれ,万词对策N3::Chapter 7 楽しいこと::Section 4 おしゃれ
840,マフラー,マフラー,マフラー,围巾,"scarf, muffler",名,寒い日でも、マフラーがあれば暖かい。,就算天气寒冷，只要戴着围巾，就会很暖和。,,,[sound:JLPT_TangoN3_Word_0840.mp3],[sound:JLPT_TangoN3_Sentence_0840.mp3],7,4,楽しいこと,おしゃれ,万词对策N3::Chapter 7 楽しいこと::Section 4 おしゃれ
841,[お]化粧〈する〉,けしょう,化[け]粧[しょう]（する）,化妆,makeup,名・动,出かけるときは、必ず化粧をする。,我出门之前一定要化妆。,"＝メイク〈する〉 
＋化粧品 cosmetics, beauty products / 化妆品","还可以写作""メーク〈する〉""。",[sound:JLPT_TangoN3_Word_0841.mp3],[sound:JLPT_TangoN3_Sentence_0841.mp3],7,4,楽しいこと,おしゃれ,万词对策N3::Chapter 7 楽しいこと::Section 4 おしゃれ
842,口紅,くちべに,口[くち]紅[べに],口红,lipstick,名,季節によって口紅を変えている。,根据季节更换口红。,,“リップ（スティック）” 也可表示口红。,[sound:JLPT_TangoN3_Word_0842.mp3],[sound:JLPT_TangoN3_Sentence_0842.mp3],7,4,楽しいこと,おしゃれ,万词对策N3::Chapter 7 楽しいこと::Section 4 おしゃれ
843,まつげ,まつげ,まつげ,睫毛,eyelash,名,彼女はまつ毛が長くて、かわいい。,她的睫毛很长，很可爱。,＋まゆ毛 eyebrow / 眉毛,,[sound:JLPT_TangoN3_Word_0843.mp3],[sound:JLPT_TangoN3_Sentence_0843.mp3],7,4,楽しいこと,おしゃれ,万词对策N3::Chapter 7 楽しいこと::Section 4 おしゃれ
844,頬*,ほほ,頬[ほほ],脸颊,cheek,名,彼女のほほは、ピンクでかわいい。,她的脸颊是粉红色的，很可爱。,＝ほお,,[sound:JLPT_TangoN3_Word_0844.mp3],[sound:JLPT_TangoN3_Sentence_0844.mp3],7,4,楽しいこと,おしゃれ,万词对策N3::Chapter 7 楽しいこと::Section 4 おしゃれ
845,爪*,つめ,爪[つめ],指甲,nail,名,つめの色を変えると、気分が変わる。,换一种指甲颜色，换一种心情。,"＝ネイル
＋マニキュア manicure / 指甲护理",,[sound:JLPT_TangoN3_Word_0845.mp3],[sound:JLPT_TangoN3_Sentence_0845.mp3],7,4,楽しいこと,おしゃれ,万词对策N3::Chapter 7 楽しいこと::Section 4 おしゃれ
846,香水,こうすい,香[こう]水[すい],香水,perfume,名,この香水は少し匂いが強い。,这款香水的味道有点浓。,,,[sound:JLPT_TangoN3_Word_0846.mp3],[sound:JLPT_TangoN3_Sentence_0846.mp3],7,4,楽しいこと,おしゃれ,万词对策N3::Chapter 7 楽しいこと::Section 4 おしゃれ
847,古着,ふるぎ,古[ふる]着[ぎ],旧衣服,used clothing,名,古着が好きで、よくこの店に寄る。,我喜欢穿旧衣服，常常会顺便来这家店。,,,[sound:JLPT_TangoN3_Word_0847.mp3],[sound:JLPT_TangoN3_Sentence_0847.mp3],7,4,楽しいこと,おしゃれ,万词对策N3::Chapter 7 楽しいこと::Section 4 おしゃれ
848,革,かわ,革[かわ],皮革,leather,名,このくつは、とてもいい革でできている。,这双鞋是用上好的皮革做成的。,"＋皮 hide, skin / 皮","""革""用于包或鞋等动物皮做成的东西,而""皮""不仅指动物皮,还指水果、 蔬菜等的皮。",[sound:JLPT_TangoN3_Word_0848.mp3],[sound:JLPT_TangoN3_Sentence_0848.mp3],7,4,楽しいこと,おしゃれ,万词对策N3::Chapter 7 楽しいこと::Section 4 おしゃれ
849,ベルト,ベルト,ベルト,腰带,belt,名,ブランドのベルトを、父にプレゼントした。,我送了爸爸一条名牌腰带。,,,[sound:JLPT_TangoN3_Word_0849.mp3],[sound:JLPT_TangoN3_Sentence_0849.mp3],7,4,楽しいこと,おしゃれ,万词对策N3::Chapter 7 楽しいこと::Section 4 おしゃれ
850,袖*,そで,袖[そで],袖子,sleeve,名,会社の冷房が強いので、長そでを着ている。,公司的冷气太强，所以我穿着长袖。,"＋半そで short sleeve / 短袖，半袖
＋ノースリーブ sleeveless / 无袖",,[sound:JLPT_TangoN3_Word_0850.mp3],[sound:JLPT_TangoN3_Sentence_0850.mp3],7,4,楽しいこと,おしゃれ,万词对策N3::Chapter 7 楽しいこと::Section 4 おしゃれ
851,ショップ,ショップ,ショップ,商店,shop,名,近くに、とてもおしゃれなショップができた。,附近开了一家富丽堂皇的商店。,"＝店
＋100円ショップ 100-yen shop / 百元店
＋ペットショップ pet shop / 宠物店
＋コーヒーショップ coffee shop / 咖啡店",,[sound:JLPT_TangoN3_Word_0851.mp3],[sound:JLPT_TangoN3_Sentence_0851.mp3],7,4,楽しいこと,おしゃれ,万词对策N3::Chapter 7 楽しいこと::Section 4 おしゃれ
852,気に入る,きにいる,気[き]に[に]入[い]る,喜欢,"to be pleased with, to like",动,私は、この画家の絵が気に入っている。,我喜欢这位画家的画。,,,[sound:JLPT_TangoN3_Word_0852.mp3],[sound:JLPT_TangoN3_Sentence_0852.mp3],7,5,楽しいこと,趣味,万词对策N3::Chapter 7 楽しいこと::Section 5 趣味
853,お気に入り,おきにいり,お気[き]に[に]入[い]り,喜欢,favorite,名,ドラマで見てから、この俳優がお気に入りだ。,自从在电视剧里看到他，我就喜欢上了这个演员。,,,[sound:JLPT_TangoN3_Word_0853.mp3],[sound:JLPT_TangoN3_Sentence_0853.mp3],7,5,楽しいこと,趣味,万词对策N3::Chapter 7 楽しいこと::Section 5 趣味
854,芸術,げいじゅつ,芸[げい]術[じゅつ],艺术,"art, the arts",名,日本の芸術に興味がある。,我对日本的艺术感兴趣。,,,[sound:JLPT_TangoN3_Word_0854.mp3],[sound:JLPT_TangoN3_Sentence_0854.mp3],7,5,楽しいこと,趣味,万词对策N3::Chapter 7 楽しいこと::Section 5 趣味
855,絵画,かいが,絵[かい]画[が],绘画,"picture, painting",名,来年は、絵画教室に通うつもりだ。,我打算明年去上绘画班。,＋画家 painter / 画家,,[sound:JLPT_TangoN3_Word_0855.mp3],[sound:JLPT_TangoN3_Sentence_0855.mp3],7,5,楽しいこと,趣味,万词对策N3::Chapter 7 楽しいこと::Section 5 趣味
856,才能,さいのう,才[さい]能[のう],才能，才华,"talent, ability",名,先生から、絵の才能があると言われた。,老师说我有绘画才华。,＋天才 genius / 天才,,[sound:JLPT_TangoN3_Word_0856.mp3],[sound:JLPT_TangoN3_Sentence_0856.mp3],7,5,楽しいこと,趣味,万词对策N3::Chapter 7 楽しいこと::Section 5 趣味
857,けいこ〈する〉,けいこ,稽[けい]古[こ],练习，学习,"training, practice",名・动,お茶のけいこを始めた。,我开始学习茶道了。,,,[sound:JLPT_TangoN3_Word_0857.mp3],[sound:JLPT_TangoN3_Sentence_0857.mp3],7,5,楽しいこと,趣味,万词对策N3::Chapter 7 楽しいこと::Section 5 趣味
858,アニメ,アニメ,アニメ,动漫,anime,名,日本のアニメは、世界中で見られている。,世界各地的人们都在看日本动漫。,＝アニメーション,,[sound:JLPT_TangoN3_Word_0858.mp3],[sound:JLPT_TangoN3_Sentence_0858.mp3],7,5,楽しいこと,趣味,万词对策N3::Chapter 7 楽しいこと::Section 5 趣味
859,読書〈する〉,どくしょ,読[どく]書[しょ],读书,reading,名・动,通勤時間に読書をしている。,我在上下班时间里看书。,,,[sound:JLPT_TangoN3_Word_0859.mp3],[sound:JLPT_TangoN3_Sentence_0859.mp3],7,5,楽しいこと,趣味,万词对策N3::Chapter 7 楽しいこと::Section 5 趣味
860,おすすめ,おすすめ,おすすめ,推荐,suggestion,名,何かおすすめの本は、ありませんか。,有什么推荐的书吗？,＋すすめる to suggest / 推荐,,[sound:JLPT_TangoN3_Word_0860.mp3],[sound:JLPT_TangoN3_Sentence_0860.mp3],7,5,楽しいこと,趣味,万词对策N3::Chapter 7 楽しいこと::Section 5 趣味
861,ストーリー,ストーリー,ストーリー,故事；情节,story,名,この小説のストーリーは、おもしろい。,这部小说的情节有意思。,,,[sound:JLPT_TangoN3_Word_0861.mp3],[sound:JLPT_TangoN3_Sentence_0861.mp3],7,5,楽しいこと,趣味,万词对策N3::Chapter 7 楽しいこと::Section 5 趣味
